Group Code,Country or Area Code,Country or Area,SNA93 Table Code,Sub Group,Item Code,Item,SNA93 Item Code,Year,Series,Currency,SNA System,Fiscal Year Type,Value,Value Footnotes
201,659,Saint Kitts and Nevis,2.1,Industries,30,Health and social work,N,2013,100,EC dollar,1993,Western calendar year,49880810.18,
201,659,Saint Kitts and Nevis,2.1,Industries,31,"Other community, social and personal services",O,2013,100,EC dollar,1993,Western calendar year,43425898.06,
201,659,Saint Kitts and Nevis,2.1,Industries,11,Private households with employed persons,P,2013,100,EC dollar,1993,Western calendar year,6115495.485,
201,659,Saint Kitts and Nevis,2.1,Industries,12,"Equals: VALUE ADDED, GROSS, in basic prices",B.1g,2013,100,EC dollar,1993,Western calendar year,1841479279,
201,659,Saint Kitts and Nevis,2.1,Industries,13,Less: Financial intermediation services indirectly measured (FISIM),P.119,2013,100,EC dollar,1993,Western calendar year,28140129.96,
201,659,Saint Kitts and Nevis,2.1,Industries,32,Plus: Taxes less Subsidies on products,D.21-D.31,2013,100,EC dollar,1993,Western calendar year,316182560,
201,659,Saint Kitts and Nevis,2.1,Industries,14,Plus: Taxes on products,D.21,2013,100,EC dollar,1993,Western calendar year,316182560,
201,659,Saint Kitts and Nevis,2.1,Industries,15,Less: Subsidies on products,D.31,2013,100,EC dollar,1993,Western calendar year,0,
201,659,Saint Kitts and Nevis,2.1,Industries,16,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2013,100,EC dollar,1993,Western calendar year,2129521709,
201,659,Saint Kitts and Nevis,2.1,Industries,1,"Agriculture, hunting, forestry; fishing",A+B,2012,100,EC dollar,1993,Western calendar year,28824590.07,
201,659,Saint Kitts and Nevis,2.1,Industries,22,"Agriculture, hunting, forestry",A,2012,100,EC dollar,1993,Western calendar year,19701581.22,
201,659,Saint Kitts and Nevis,2.1,Industries,19,"Agriculture, hunting and related service activities",1,2012,100,EC dollar,1993,Western calendar year,19124613.23,
201,659,Saint Kitts and Nevis,2.1,Industries,20,"Forestry, logging and related service activities",2,2012,100,EC dollar,1993,Western calendar year,576967.983,
201,659,Saint Kitts and Nevis,2.1,Industries,21,Fishing,B,2012,100,EC dollar,1993,Western calendar year,9123008.855,
201,659,Saint Kitts and Nevis,2.1,Industries,2,Mining and quarrying,C,2012,100,EC dollar,1993,Western calendar year,1971246.353,
201,659,Saint Kitts and Nevis,2.1,Industries,3,Manufacturing,D,2012,100,EC dollar,1993,Western calendar year,166328177.8,
201,659,Saint Kitts and Nevis,2.1,Industries,4,"Electricity, gas and water supply",E,2012,100,EC dollar,1993,Western calendar year,27908171.27,
201,659,Saint Kitts and Nevis,2.1,Industries,5,Construction,F,2012,100,EC dollar,1993,Western calendar year,220084601.6,
201,659,Saint Kitts and Nevis,2.1,Industries,6,"Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants",G+H,2012,100,EC dollar,1993,Western calendar year,268495782.8,
201,659,Saint Kitts and Nevis,2.1,Industries,23,"Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods",G,2012,100,EC dollar,1993,Western calendar year,134963664.2,
201,659,Saint Kitts and Nevis,2.1,Industries,24,Hotels and restaurants,H,2012,100,EC dollar,1993,Western calendar year,133532118.6,
201,659,Saint Kitts and Nevis,2.1,Industries,7,"Transport, storage and communications",I,2012,100,EC dollar,1993,Western calendar year,223300433.2,
201,659,Saint Kitts and Nevis,2.1,Industries,25,"Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies",60-63,2012,100,EC dollar,1993,Western calendar year,135701361.1,
201,659,Saint Kitts and Nevis,2.1,Industries,26,Post and telecommunications,64,2012,100,EC dollar,1993,Western calendar year,87599072.07,
201,659,Saint Kitts and Nevis,2.1,Industries,8,"Financial intermediation; real estate, renting and business activities",J+K,2012,100,EC dollar,1993,Western calendar year,414280009.2,
201,659,Saint Kitts and Nevis,2.1,Industries,27,Financial intermediation,J,2012,100,EC dollar,1993,Western calendar year,134910135.9,
201,659,Saint Kitts and Nevis,2.1,Industries,28,"Real estate, renting and business activities",K,2012,100,EC dollar,1993,Western calendar year,279369873.3,
201,659,Saint Kitts and Nevis,2.1,Industries,9,Public administration and defence; compulsory social security,L,2012,100,EC dollar,1993,Western calendar year,166517610.2,
201,659,Saint Kitts and Nevis,2.1,Industries,10,"Education; health and social work; other community, social and personal services",M+N+O,2012,100,EC dollar,1993,Western calendar year,180476174.8,
201,659,Saint Kitts and Nevis,2.1,Industries,29,Education,M,2012,100,EC dollar,1993,Western calendar year,91194937.62,
201,659,Saint Kitts and Nevis,2.1,Industries,30,Health and social work,N,2012,100,EC dollar,1993,Western calendar year,45722294.5,
201,659,Saint Kitts and Nevis,2.1,Industries,31,"Other community, social and personal services",O,2012,100,EC dollar,1993,Western calendar year,43558942.7,
201,659,Saint Kitts and Nevis,2.1,Industries,11,Private households with employed persons,P,2012,100,EC dollar,1993,Western calendar year,6145614.307,
201,659,Saint Kitts and Nevis,2.1,Industries,12,"Equals: VALUE ADDED, GROSS, in basic prices",B.1g,2012,100,EC dollar,1993,Western calendar year,1704332412,
201,659,Saint Kitts and Nevis,2.1,Industries,13,Less: Financial intermediation services indirectly measured (FISIM),P.119,2012,100,EC dollar,1993,Western calendar year,19874163.83,
201,659,Saint Kitts and Nevis,2.1,Industries,32,Plus: Taxes less Subsidies on products,D.21-D.31,2012,100,EC dollar,1993,Western calendar year,298741300,
201,659,Saint Kitts and Nevis,2.1,Industries,14,Plus: Taxes on products,D.21,2012,100,EC dollar,1993,Western calendar year,298741300,
201,659,Saint Kitts and Nevis,2.1,Industries,15,Less: Subsidies on products,D.31,2012,100,EC dollar,1993,Western calendar year,0,
201,659,Saint Kitts and Nevis,2.1,Industries,16,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2012,100,EC dollar,1993,Western calendar year,1983199548,
201,659,Saint Kitts and Nevis,2.1,Industries,1,"Agriculture, hunting, forestry; fishing",A+B,2011,100,EC dollar,1993,Western calendar year,30702339.4,
201,659,Saint Kitts and Nevis,2.1,Industries,22,"Agriculture, hunting, forestry",A,2011,100,EC dollar,1993,Western calendar year,21016841.9,
201,659,Saint Kitts and Nevis,2.1,Industries,19,"Agriculture, hunting and related service activities",1,2011,100,EC dollar,1993,Western calendar year,20445586.47,
201,659,Saint Kitts and Nevis,2.1,Industries,20,"Forestry, logging and related service activities",2,2011,100,EC dollar,1993,Western calendar year,571255.4287,
201,659,Saint Kitts and Nevis,2.1,Industries,21,Fishing,B,2011,100,EC dollar,1993,Western calendar year,9685497.5,
201,659,Saint Kitts and Nevis,2.1,Industries,2,Mining and quarrying,C,2011,100,EC dollar,1993,Western calendar year,2036534.25,
201,659,Saint Kitts and Nevis,2.1,Industries,3,Manufacturing,D,2011,100,EC dollar,1993,Western calendar year,174733926.1,
201,659,Saint Kitts and Nevis,2.1,Industries,4,"Electricity, gas and water supply",E,2011,100,EC dollar,1993,Western calendar year,27113468.44,
201,659,Saint Kitts and Nevis,2.1,Industries,5,Construction,F,2011,100,EC dollar,1993,Western calendar year,269120717.4,
201,659,Saint Kitts and Nevis,2.1,Industries,6,"Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants",G+H,2011,100,EC dollar,1993,Western calendar year,278878738.8,
201,659,Saint Kitts and Nevis,2.1,Industries,23,"Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods",G,2011,100,EC dollar,1993,Western calendar year,149330914.4,
201,659,Saint Kitts and Nevis,2.1,Industries,24,Hotels and restaurants,H,2011,100,EC dollar,1993,Western calendar year,129547824.4,
201,659,Saint Kitts and Nevis,2.1,Industries,7,"Transport, storage and communications",I,2011,100,EC dollar,1993,Western calendar year,225260324.8,
201,659,Saint Kitts and Nevis,2.1,Industries,25,"Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies",60-63,2011,100,EC dollar,1993,Western calendar year,138047601.9,
201,659,Saint Kitts and Nevis,2.1,Industries,26,Post and telecommunications,64,2011,100,EC dollar,1993,Western calendar year,87212722.93,
201,659,Saint Kitts and Nevis,2.1,Industries,8,"Financial intermediation; real estate, renting and business activities",J+K,2011,100,EC dollar,1993,Western calendar year,393590284.6,
201,659,Saint Kitts and Nevis,2.1,Industries,27,Financial intermediation,J,2011,100,EC dollar,1993,Western calendar year,114165178.5,
201,659,Saint Kitts and Nevis,2.1,Industries,28,"Real estate, renting and business activities",K,2011,100,EC dollar,1993,Western calendar year,279425106,
201,659,Saint Kitts and Nevis,2.1,Industries,9,Public administration and defence; compulsory social security,L,2011,100,EC dollar,1993,Western calendar year,163187146,
201,659,Saint Kitts and Nevis,2.1,Industries,10,"Education; health and social work; other community, social and personal services",M+N+O,2011,100,EC dollar,1993,Western calendar year,177755176.3,
201,659,Saint Kitts and Nevis,2.1,Industries,29,Education,M,2011,100,EC dollar,1993,Western calendar year,90091224.93,
201,659,Saint Kitts and Nevis,2.1,Industries,30,Health and social work,N,2011,100,EC dollar,1993,Western calendar year,45097305.65,
201,659,Saint Kitts and Nevis,2.1,Industries,31,"Other community, social and personal services",O,2011,100,EC dollar,1993,Western calendar year,42566645.74,
201,659,Saint Kitts and Nevis,2.1,Industries,11,Private households with employed persons,P,2011,100,EC dollar,1993,Western calendar year,5550045.01,
201,659,Saint Kitts and Nevis,2.1,Industries,12,"Equals: VALUE ADDED, GROSS, in basic prices",B.1g,2011,100,EC dollar,1993,Western calendar year,1747928701,
201,659,Saint Kitts and Nevis,2.1,Industries,13,Less: Financial intermediation services indirectly measured (FISIM),P.119,2011,100,EC dollar,1993,Western calendar year,17378080.83,
201,659,Saint Kitts and Nevis,2.1,Industries,32,Plus: Taxes less Subsidies on products,D.21-D.31,2011,100,EC dollar,1993,Western calendar year,303747525,
201,659,Saint Kitts and Nevis,2.1,Industries,14,Plus: Taxes on products,D.21,2011,100,EC dollar,1993,Western calendar year,303747525,
201,659,Saint Kitts and Nevis,2.1,Industries,15,Less: Subsidies on products,D.31,2011,100,EC dollar,1993,Western calendar year,0,
201,659,Saint Kitts and Nevis,2.1,Industries,16,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2011,100,EC dollar,1993,Western calendar year,2034298145,
201,659,Saint Kitts and Nevis,2.1,Industries,1,"Agriculture, hunting, forestry; fishing",A+B,2010,100,EC dollar,1993,Western calendar year,27236502.16,
201,659,Saint Kitts and Nevis,2.1,Industries,22,"Agriculture, hunting, forestry",A,2010,100,EC dollar,1993,Western calendar year,19361928.26,
201,659,Saint Kitts and Nevis,2.1,Industries,19,"Agriculture, hunting and related service activities",1,2010,100,EC dollar,1993,Western calendar year,18796328.83,
201,659,Saint Kitts and Nevis,2.1,Industries,20,"Forestry, logging and related service activities",2,2010,100,EC dollar,1993,Western calendar year,565599.4344,
201,659,Saint Kitts and Nevis,2.1,Industries,21,Fishing,B,2010,100,EC dollar,1993,Western calendar year,7874573.904,
