Table Code,Country Code,Year,ISIC,Note Class,Note
,188,2013,,Table Note,Output at basic prices
,188,2013,,Source,Administrative sources.
,188,2013,,Footnote,Break between 2012 and 2013.
,188,2014,,Table Note,Number of enterprises
,188,2014,,Table Note,Output at basic prices
,188,2014,,Source,Administrative sources.
,188,2015,,Table Note,Number of enterprises
,188,2015,,Table Note,Output at basic prices
,188,2015,,Source,Administrative sources.
,188,2016,,Table Note,Number of enterprises
,188,2016,,Table Note,Output at basic prices
,188,2016,,Source,Administrative sources.
,188,2017,,Table Note,Number of enterprises
,188,2017,,Table Note,Output at basic prices
,188,2017,,Source,Administrative sources.
,188,2018,,Table Note,Number of enterprises
,188,2018,,Table Note,Output at basic prices
,188,2018,,Source,Administrative sources.
,188,2019,,Table Note,Number of enterprises
,188,2019,,Table Note,Output at basic prices
,188,2019,,Source,Administrative sources.
,188,2020,,Table Note,Number of enterprises
,188,2020,,Table Note,Output at basic prices
,188,2020,,Source,Administrative sources.
,188,2020,,Footnote,"Methodological break in 2020 in Employment data:
-Revision in the national economic activity classification resulted the following: some companies became part of another economic activity;
-administrative register was updated in 2020 to include new companies and also those inactive companies that did not have the economic activity code earlier."
,188,2020,,Footnote,"Methodological break in 2020 in Employment data:
-Revision in the national economic activity classification resulted the following: some companies became part of another economic activity;
-administrative register was updated in 2020 to include new companies and also those inactive companies that did not have the economic activity code earlier."
,188,2020,,Footnote,"Methodological break in 2020 in Employment data:
-Revision in the national economic activity classification resulted the following: some companies became part of another economic activity;
-administrative register was updated in 2020 to include new companies and also those inactive companies that did not have the economic activity code earlier."
20,188,1995,,Table Note,Value added at basic prices
20,188,1996,,Table Note,Value added at basic prices
20,188,1997,,Table Note,Value added at basic prices
20,188,1998,,Table Note,Value added at basic prices
20,188,1999,,Table Note,Value added at basic prices
20,188,2000,,Table Note,Value added at basic prices
20,188,2001,,Table Note,Value added at basic prices
20,188,2002,,Table Note,Value added at basic prices
20,188,2003,,Table Note,Value added at basic prices
20,188,2004,,Table Note,Value added at basic prices
20,188,2005,,Table Note,Value added at basic prices
20,188,2006,,Table Note,Value added at basic prices
20,188,2007,,Table Note,Value added at basic prices
20,188,2008,,Table Note,Value added at basic prices
20,188,2009,,Table Note,Value added at basic prices
20,188,2010,,Table Note,Value added at basic prices
20,188,2011,,Table Note,Value added at basic prices
20,188,2012,,Table Note,Value added at basic prices
20,188,2013,,Table Note,Value added at basic prices
20,188,2014,,Table Note,Value added at basic prices
20,188,2015,,Table Note,Value added at basic prices
20,188,2016,,Table Note,Value added at basic prices
20,188,2017,,Table Note,Value added at basic prices
20,188,2018,,Table Note,Value added at basic prices
20,188,2019,,Table Note,Value added at basic prices
20,188,2020,,Table Note,Value added at basic prices
,191,,,Reference Period,Calendar year.
,191,,,Data Supplier,"Croatian Bureau of Statistics, Zagreb."
,191,,,Special note,Croatia adopted the Euro on 1 January 2023. All value data are now presented in Euro. Data relating to earlier years have been converted from its former currency Kuna to Euro using the appropriate irrevocable conversion rate.
,191,,,Deviations from ISIC,"Data presented in ISIC (Revision 4) were originally classified according to the National Classification of Activities, 2007 version (NKD 2007)."
,191,,,Type of enumeration,Complete enumeration.
,191,,,Footnote,"Data on Gross Fixed Capital Formation refer to Gross investment in tangible goods. They include all realized investments in new and existing tangible capital goods during the reference period, having a useful life of more than one year, including non-produced tangible goods such as land."
,191,2008,,Source,Survey on registered establishments.
,191,2008,,Scope,All establishments.
,191,2008,,Related national publications,"Persons in Employment by Sex and Economic Activities; Average Monthly Gross Earnings of Persons in Paid Employment; Statistical Report, all published by the Central Bureau of Statistics of the Republic of Croatia, Zagreb."
,191,2008,,Method of data collection,Mail questionnaires.
,191,2008,,Footnote,"For some industries, the number of employees may be less than the number of establishments owing to the reason that the workforce in those industries consists of personnel such as working proprietors, active business partners, unpaid family workers, etc. that are not included in the count of employees."
,191,2008,,Concepts and definitions,Number of employees is as of 31 March of the reference year.
,191,2008,,Footnote,"Output and Value added refer to administrative data on proxy enterprise equal legal units, compiled according to European Structural Business Statistics standards."
,191,2008,,Footnote,"Gross fixed capital formation refers to investment in industry during the reference year, regardless of the time of payment."
,191,2008,,Concepts and definitions,Figures for wages and salaries were computed by UNIDO from the reported monthly average wages and salaries per employee.
,191,2008,,Concepts and definitions,Number of female employees is as of 31 March of the reference year.
,191,2009,,Scope,All establishments.
,191,2009,,Source,Survey on registered establishments.
,191,2009,,Method of data collection,Mail questionnaires.
,191,2009,,Related national publications,"Persons in Employment by Sex and Economic Activities; Average Monthly Gross Earnings of Persons in Paid Employment; Statistical Report, all published by the Central Bureau of Statistics of the Republic of Croatia, Zagreb."
,191,2009,,Footnote,"For some industries, the number of employees may be less than the number of establishments owing to the reason that the workforce in those industries consists of personnel such as working proprietors, active business partners, unpaid family workers, etc. that are not included in the count of employees."
,191,2009,,Concepts and definitions,Number of employees is as of 31 March of the reference year.
,191,2009,,Footnote,"Output and Value added refer to administrative data on proxy enterprise equal legal units, compiled according to European Structural Business Statistics standards."
,191,2009,,Footnote,"Gross fixed capital formation refers to investment in industry during the reference year, regardless of the time of payment."
,191,2009,,Concepts and definitions,Number of female employees is as of 31 March of the reference year.
,191,2009,,Concepts and definitions,Figures for wages and salaries were computed by UNIDO from the reported monthly average wages and salaries per employee.
,191,2010,,Scope,All establishments.
,191,2010,,Source,Survey on registered establishments.
,191,2010,,Related national publications,"Persons in Employment by Sex and Economic Activities; Average Monthly Gross Earnings of Persons in Paid Employment; Statistical Report, all published by the Central Bureau of Statistics of the Republic of Croatia, Zagreb."
,191,2010,,Method of data collection,Mail questionnaires.
,191,2010,,Concepts and definitions,Number of employees is as of 31 March of the reference year.
,191,2010,,Footnote,"For some industries, the number of employees may be less than the number of establishments owing to the reason that the workforce in those industries consists of personnel such as working proprietors, active business partners, unpaid family workers, etc. that are not included in the count of employees."
,191,2010,,Footnote,"Output and Value added refer to administrative data on proxy enterprise equal legal units, compiled according to European Structural Business Statistics standards."
,191,2010,,Footnote,"Gross fixed capital formation refers to investment in industry during the reference year, regardless of the time of payment."
,191,2010,,Concepts and definitions,Figures for wages and salaries were computed by UNIDO from the reported monthly average wages and salaries per employee.
,191,2010,,Concepts and definitions,Number of female employees is as of 31 March of the reference year.
,191,2011,,Scope,All establishments.
,191,2011,,Source,Survey on registered establishments.
,191,2011,,Method of data collection,Mail questionnaires.
,191,2011,,Related national publications,"Persons in Employment by Sex and Economic Activities; Average Monthly Gross Earnings of Persons in Paid Employment; Statistical Report, all published by the Central Bureau of Statistics of the Republic of Croatia, Zagreb."
,191,2011,,Footnote,"For some industries, the number of employees may be less than the number of establishments owing to the reason that the workforce in those industries consists of personnel such as working proprietors, active business partners, unpaid family workers, etc. that are not included in the count of employees."
,191,2011,,Concepts and definitions,Number of employees is as of 31 March of the reference year.
,191,2011,,Footnote,"Output and Value added refer to administrative data on proxy enterprise equal legal units, compiled according to European Structural Business Statistics standards."
,191,2011,,Footnote,"Gross fixed capital formation refers to investment in industry during the reference year, regardless of the time of payment."
,191,2011,,Concepts and definitions,Figures for wages and salaries were computed by UNIDO from the reported monthly average wages and salaries per employee.
,191,2011,,Concepts and definitions,Number of female employees is as of 31 March of the reference year.
,191,2012,,Scope,All establishments.
,191,2012,,Source,Survey on registered establishments.
,191,2012,,Method of data collection,Mail questionnaires.
,191,2012,,Related national publications,"Persons in Employment by Sex and Economic Activities; Average Monthly Gross Earnings of Persons in Paid Employment; Statistical Report, all published by the Central Bureau of Statistics of the Republic of Croatia, Zagreb."
,191,2012,,Concepts and definitions,Number of employees is as of 31 March of the reference year.
,191,2012,,Footnote,"For some industries, the number of employees may be less than the number of establishments owing to the reason that the workforce in those industries consists of personnel such as working proprietors, active business partners, unpaid family workers, etc. that are not included in the count of employees."
,191,2012,,Footnote,"Output and Value added refer to administrative data on proxy enterprise equal legal units, compiled according to European Structural Business Statistics standards."
,191,2012,,Footnote,"Gross fixed capital formation refers to investment in industry during the reference year, regardless of the time of payment."
,191,2012,,Concepts and definitions,Number of female employees is as of 31 March of the reference year.
,191,2012,,Concepts and definitions,Figures for wages and salaries were computed by UNIDO from the reported monthly average wages and salaries per employee.
,191,2013,,Source,Survey on registered establishments.
,191,2013,,Related national publications,"Persons in Employment by Sex and Economic Activities; Average Monthly Gross Earnings of Persons in Paid Employment; Statistical Report, all published by the Central Bureau of Statistics of the Republic of Croatia, Zagreb."
,191,2013,,Method of data collection,Mail questionnaires.
,191,2013,,Scope,All establishments.
,191,2013,,Concepts and definitions,Number of employees is as of 31 March of the reference year.
,191,2013,,Footnote,"For some industries, the number of employees may be less than the number of establishments owing to the reason that the workforce in those industries consists of personnel such as working proprietors, active business partners, unpaid family workers, etc. that are not included in the count of employees."
,191,2013,,Footnote,"Output and Value added refer to administrative data on proxy enterprise equal legal units, compiled according to European Structural Business Statistics standards."
,191,2013,,Concepts and definitions,Figures for wages and salaries were computed by UNIDO from the reported monthly average wages and salaries per employee.
,191,2013,,Footnote,"Gross fixed capital formation refers to investment in industry during the reference year, regardless of the time of payment."
,191,2013,,Concepts and definitions,Number of female employees is as of 31 March of the reference year.
,191,2014,,Table Note,Number of enterprises
,191,2014,,Source,Administrative data.
,191,2014,,Method of data collection,"Data were derived from financial reports, records of the Tax Administration Office and other administrative sources."
,191,2014,,Scope,All proxy enterprise equal legal units registered in the statistical business register and were active during at least a part of the reference period. A statistical unit is considered to be active if it either had employment or realized turnover or investments. 
,191,2014,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, active business partners, unpaid family workers, etc. that are not included in the count of employees."
,191,2014,,Footnote,Methodological break in 2014.
,191,2014,,Footnote,Methodological break in 2014.
,191,2014,,Footnote,Wages and salaries is compensation of employees.
,191,2014,,Footnote,Methodological break in 2014.
,191,2014,,Footnote,Methodological break in 2014.
,191,2015,,Table Note,Number of enterprises
,191,2015,,Method of data collection,"Data were derived from financial reports, records of the Tax Administration Office and other administrative sources."
,191,2015,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, active business partners, unpaid family workers, etc. that are not included in the count of employees."
,191,2015,,Source,Administrative data.
,191,2015,,Scope,All proxy enterprise equal legal units registered in the statistical business register and were active during at least a part of the reference period. A statistical unit is considered to be active if it either had employment or realized turnover or investments. 
,191,2015,,Footnote,Wages and salaries is compensation of employees.
,191,2015,139,Footnote,"The value of sales of tangible goods for ISIC 139 far exceeded the value of corresponding acquisition, resulting in a negative Gross Fixed Capital Formation value."
,191,2016,,Table Note,Number of enterprises
,191,2016,,Source,Administrative data.
,191,2016,,Method of data collection,"Data were derived from financial reports, records of the Tax Administration Office and other administrative sources."
,191,2016,,Scope,All proxy enterprise equal legal units registered in the statistical business register and were active during at least a part of the reference period. A statistical unit is considered to be active if it either had employment or realized turnover or investments. 
,191,2016,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, active business partners, unpaid family workers, etc. that are not included in the count of employees."
,191,2016,,Footnote,Wages and salaries is compensation of employees.
,191,2017,,Table Note,Number of enterprises
,191,2017,,Method of data collection,"Data were derived from financial reports, records of the Tax Administration Office and other administrative sources."
,191,2017,,Source,Administrative data.
,191,2017,,Scope,All proxy enterprise equal legal units registered in the statistical business register and were active during at least a part of the reference period. A statistical unit is considered to be active if it either had employment or realized turnover or investments. 
,191,2017,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, active business partners, unpaid family workers, etc. that are not included in the count of employees."
,191,2017,,Footnote,Wages and salaries is compensation of employees.
,191,2018,,Table Note,Number of enterprises
,191,2018,,Method of data collection,"Data were derived from financial reports, records of the Tax Administration Office and other administrative sources."
,191,2018,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, active business partners, unpaid family workers, etc. that are not included in the count of employees."
,191,2018,,Scope,All proxy enterprise equal legal units registered in the statistical business register and were active during at least a part of the reference period. A statistical unit is considered to be active if it either had employment or realized turnover or investments. 
,191,2018,,Source,Administrative data.
,191,2018,,Footnote,Wages and salaries is compensation of employees.
,191,2019,,Table Note,Number of enterprises
,191,2019,,Method of data collection,"Data were derived from financial reports, records of the Tax Administration Office and other administrative sources."
,191,2019,,Source,Administrative data.
,191,2019,,Scope,All proxy enterprise equal legal units registered in the statistical business register and were active during at least a part of the reference period. A statistical unit is considered to be active if it either had employment or realized turnover or investments. 
,191,2019,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, active business partners, unpaid family workers, etc. that are not included in the count of employees."
,191,2019,,Footnote,Wages and salaries is compensation of employees.
,191,2020,,Table Note,Number of enterprises
,191,2020,,Source,Administrative data.
,191,2020,,Scope,All proxy enterprise equal legal units registered in the statistical business register and were active during at least a part of the reference period. A statistical unit is considered to be active if it either had employment or realized turnover or investments. 
,191,2020,,Method of data collection,"Data were derived from financial reports, records of the Tax Administration Office and other administrative sources."
,191,2020,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, active business partners, unpaid family workers, etc. that are not included in the count of employees."
,191,2020,,Footnote,Wages and salaries is compensation of employees.
20,191,2008,,Table Note,Value added at factor values
20,191,2008,,Footnote,"Output and Value added refer to administrative data on proxy enterprise equal legal units, compiled according to European Structural Business Statistics standards."
20,191,2009,,Table Note,Value added at factor values
20,191,2009,,Footnote,"Output and Value added refer to administrative data on proxy enterprise equal legal units, compiled according to European Structural Business Statistics standards."
20,191,2010,,Table Note,Value added at factor values
20,191,2010,,Footnote,"Output and Value added refer to administrative data on proxy enterprise equal legal units, compiled according to European Structural Business Statistics standards."
20,191,2010,309,Footnote,Includes industries with negative value added.
20,191,2011,,Table Note,Value added at factor values
20,191,2011,,Footnote,"Output and Value added refer to administrative data on proxy enterprise equal legal units, compiled according to European Structural Business Statistics standards."
20,191,2012,,Table Note,Value added at factor values
20,191,2012,,Footnote,"Output and Value added refer to administrative data on proxy enterprise equal legal units, compiled according to European Structural Business Statistics standards."
20,191,2013,,Table Note,Value added at factor values
20,191,2013,,Footnote,"Output and Value added refer to administrative data on proxy enterprise equal legal units, compiled according to European Structural Business Statistics standards."
20,191,2014,,Table Note,Value added at factor values
20,191,2015,,Table Note,Value added at factor values
20,191,2016,,Table Note,Value added at factor values
20,191,2017,,Table Note,Value added at factor values
20,191,2018,,Table Note,Value added at factor values
20,191,2019,,Table Note,Value added at factor values
20,191,2020,,Table Note,Value added at factor values
,196,,,Data Supplier,"Statistical Service, Ministry of Finance, Nicosia."
,196,,,Deviations from ISIC,None reported.
,196,,,Footnote,A zero (0) indicates that a value is either nil or negligible.
,196,,,Method of data collection,Direct interview in the field.
,196,,,Related national publications,"Industrial Statistics (annual), published by the Statistical Service, Ministry of Finance, Nicosia."
,196,,,Type of enumeration,Sample survey.
,196,,,Scope,All privately owned enterprises.
,196,,,Reference Period,Calendar year.
,196,,,Source,Industrial survey.
,196,,,Adjusted for non-response,Yes (response rate: approximately 98%).
,196,2008,,Table Note,Number of enterprises
,196,2008,,Table Note,Output at producers' prices
,196,2008,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of: a) working proprietors and, b) unpaid family workers that are not included in the count of employees."
,196,2008,,Concepts and definitions,Wages and salaries excludes remuneration for time not worked.
,196,2008,,Concepts and definitions,Output includes revenues from non-industrial activities.
,196,2009,,Table Note,Number of enterprises
,196,2009,,Table Note,Output at producers' prices
,196,2009,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of: a) working proprietors and, b) unpaid family workers that are not included in the count of employees."
,196,2009,,Concepts and definitions,Wages and salaries excludes remuneration for time not worked.
,196,2009,,Concepts and definitions,Output includes revenues from non-industrial activities.
,196,2010,,Table Note,Number of enterprises
,196,2010,,Table Note,Output at producers' prices
,196,2010,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of: a) working proprietors and, b) unpaid family workers that are not included in the count of employees."
,196,2010,,Concepts and definitions,Wages and salaries excludes remuneration for time not worked.
,196,2010,,Concepts and definitions,Output includes revenues from non-industrial activities.
,196,2011,,Table Note,Number of enterprises
,196,2011,,Table Note,Output at producers' prices
,196,2011,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of: a) working proprietors and, b) unpaid family workers that are not included in the count of employees."
,196,2011,,Concepts and definitions,Wages and salaries excludes remuneration for time not worked.
,196,2011,,Concepts and definitions,Output includes revenues from non-industrial activities.
,196,2012,,Table Note,Number of enterprises
,196,2012,,Table Note,Output at producers' prices
,196,2012,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of: a) working proprietors and, b) unpaid family workers that are not included in the count of employees."
,196,2012,,Concepts and definitions,Wages and salaries excludes remuneration for time not worked.
,196,2012,,Concepts and definitions,Output includes revenues from non-industrial activities.
,196,2013,,Table Note,Number of enterprises
,196,2013,,Table Note,Output at producers' prices
,196,2013,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of: a) working proprietors and, b) unpaid family workers that are not included in the count of employees."
,196,2013,,Concepts and definitions,Wages and salaries excludes remuneration for time not worked.
,196,2013,,Concepts and definitions,Output includes revenues from non-industrial activities.
,196,2014,,Table Note,Number of enterprises
,196,2014,,Table Note,Output at producers' prices
,196,2014,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of: a) working proprietors and, b) unpaid family workers that are not included in the count of employees."
,196,2014,,Concepts and definitions,Wages and salaries excludes remuneration for time not worked.
,196,2014,,Concepts and definitions,Output includes revenues from non-industrial activities.
,196,2015,,Table Note,Number of enterprises
,196,2015,,Table Note,Output at producers' prices
,196,2015,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of: a) working proprietors and, b) unpaid family workers that are not included in the count of employees."
,196,2015,,Concepts and definitions,Wages and salaries excludes remuneration for time not worked.
,196,2015,,Concepts and definitions,Output includes revenues from non-industrial activities.
,196,2016,,Table Note,Number of enterprises
,196,2016,,Table Note,Output at producers' prices
,196,2016,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of: a) working proprietors and, b) unpaid family workers that are not included in the count of employees."
,196,2016,,Concepts and definitions,Wages and salaries excludes remuneration for time not worked.
,196,2016,,Concepts and definitions,Output includes revenues from non-industrial activities.
,196,2017,,Table Note,Number of enterprises
,196,2017,,Table Note,Output at producers' prices
,196,2017,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of: a) working proprietors and, b) unpaid family workers that are not included in the count of employees."
,196,2017,,Concepts and definitions,Wages and salaries excludes remuneration for time not worked.
,196,2017,,Concepts and definitions,Output includes revenues from non-industrial activities.
,196,2018,,Table Note,Number of enterprises
,196,2018,,Table Note,Output at producers' prices
,196,2018,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of: a) working proprietors and, b) unpaid family workers that are not included in the count of employees."
,196,2018,,Concepts and definitions,Wages and salaries excludes remuneration for time not worked.
,196,2018,,Concepts and definitions,Output includes revenues from non-industrial activities.
,196,2019,,Table Note,Number of enterprises
,196,2019,,Table Note,Output at producers' prices
,196,2019,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of: a) working proprietors and, b) unpaid family workers that are not included in the count of employees."
,196,2019,,Concepts and definitions,Wages and salaries excludes remuneration for time not worked.
,196,2019,,Concepts and definitions,Output includes revenues from non-industrial activities.
,196,2020,,Table Note,Number of enterprises
,196,2020,,Table Note,Output at producers' prices
,196,2020,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of: a) working proprietors and, b) unpaid family workers that are not included in the count of employees."
,196,2020,,Concepts and definitions,Wages and salaries excludes remuneration for time not worked.
,196,2020,,Concepts and definitions,Output includes revenues from non-industrial activities.
20,196,2008,,Table Note,Value added at producers' prices
20,196,2009,,Table Note,Value added at producers' prices
20,196,2010,,Table Note,Value added at producers' prices
20,196,2011,,Table Note,Value added at producers' prices
20,196,2012,,Table Note,Value added at producers' prices
20,196,2013,,Table Note,Value added at producers' prices
20,196,2014,,Table Note,Value added at producers' prices
20,196,2015,,Table Note,Value added at producers' prices
20,196,2016,,Table Note,Value added at producers' prices
20,196,2017,,Table Note,Value added at producers' prices
20,196,2018,,Table Note,Value added at producers' prices
20,196,2019,,Table Note,Value added at producers' prices
20,196,2020,,Table Note,Value added at producers' prices
,203,,,Scope,All enterprises.
,203,,,Source,Annual survey; administrative data; business register.
,203,,,Reference Period,Calendar year.
,203,,,Concepts and definitions,No deviations from the standard UN concepts and definitions are reported.
,203,,,Adjusted for non-response,Yes.
,203,,,Deviations from ISIC,Data presented in ISIC (Revision 4) were originally classified according to the national NACE-related classification system.
,203,,,Related national publications,"Statistical Yearbook of the Czech Republic, published by the Czech Statistical Office (CSO), Prague."
,203,,,Type of enumeration,Combination of survey and administrative data.
,203,,,Method of data collection,Mainly electronic questionnaire and administrative data.
,203,,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,203,,,Footnote,Data derived from OECD's or Eurostat's databases refer to Gross investment in tangible goods only.
,203,2005,,Table Note,Number of enterprises
,203,2005,,Data Supplier,"Czech Statistical Office (CSO), Prague. 
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,203,2006,,Table Note,Number of enterprises
,203,2006,,Data Supplier,"Czech Statistical Office (CSO), Prague. 
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,203,2007,,Table Note,Number of enterprises
,203,2007,,Data Supplier,"Czech Statistical Office (CSO), Prague. 
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,203,2008,,Table Note,Number of enterprises
,203,2008,,Data Supplier,"Czech Statistical Office (CSO), Prague. 
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,203,2009,,Table Note,Number of enterprises
,203,2009,,Data Supplier,"Czech Statistical Office (CSO), Prague. 
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,203,2010,,Table Note,Number of enterprises
,203,2010,,Data Supplier,"Czech Statistical Office (CSO), Prague. 
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,203,2011,,Table Note,Number of enterprises
,203,2011,,Data Supplier,"Czech Statistical Office (CSO), Prague. 
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,203,2012,,Table Note,Number of enterprises
,203,2012,,Data Supplier,"Czech Statistical Office (CSO), Prague. 
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,203,2013,,Table Note,Number of enterprises
,203,2013,,Data Supplier,"Czech Statistical Office (CSO), Prague. 
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,203,2014,,Table Note,Number of enterprises
,203,2014,,Data Supplier,"Czech Statistical Office (CSO), Prague. 
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,203,2015,,Table Note,Number of enterprises
,203,2015,,Table Note,Output at producers' prices
,203,2015,,Data Supplier,"Czech Statistical Office (CZSO), Prague.
Data compiled by UNIDO were derived from Eurostat's structural business statistics (SBS) database."
,203,2016,,Table Note,Number of enterprises
,203,2016,,Table Note,Output at producers' prices
,203,2016,,Data Supplier,"Czech Statistical Office (CZSO), Prague.
Data compiled by UNIDO were derived from Eurostat's structural business statistics (SBS) database."
,203,2017,,Table Note,Number of enterprises
,203,2017,,Table Note,Output at producers' prices
,203,2017,,Data Supplier,"Czech Statistical Office (CZSO), Prague.
Data compiled by UNIDO were derived from Eurostat's structural business statistics (SBS) database."
,203,2018,,Table Note,Number of enterprises
,203,2018,,Table Note,Output at producers' prices
,203,2018,,Data Supplier,"Czech Statistical Office (CZSO), Prague.
Data compiled by UNIDO were derived from Eurostat's structural business statistics (SBS) database."
,203,2019,,Table Note,Number of enterprises
,203,2019,,Table Note,Output at producers' prices
,203,2019,,Data Supplier,"Czech Statistical Office (CZSO), Prague.
Data compiled by UNIDO were derived from Eurostat's structural business statistics (SBS) database."
,203,2020,,Table Note,Number of enterprises
,203,2020,,Table Note,Output at producers' prices
,203,2020,,Data Supplier,"Czech Statistical Office (CZSO), Prague.
Data compiled by UNIDO were derived from Eurostat's structural business statistics (SBS) database."
20,203,2005,,Table Note,Value added at factor values
20,203,2006,,Table Note,Value added at factor values
20,203,2007,,Table Note,Value added at factor values
20,203,2008,,Table Note,Value added at factor values
20,203,2009,,Table Note,Value added at factor values
20,203,2010,,Table Note,Value added at factor values
20,203,2011,,Table Note,Value added at factor values
20,203,2012,,Table Note,Value added at factor values
20,203,2013,,Table Note,Value added at factor values
20,203,2014,,Table Note,Value added at factor values
20,203,2015,,Table Note,Value added at factor values
20,203,2016,,Table Note,Value added at factor values
20,203,2017,,Table Note,Value added at factor values
20,203,2018,,Table Note,Value added at factor values
20,203,2019,,Table Note,Value added at factor values
20,203,2020,,Table Note,Value added at factor values
,208,,,Scope,All enterprises.
,208,,,Reference Period,"Calendar year (most enterprises have a fiscal year following the calendar year, some enterprises have other accounting periods)."
,208,,,Type of enumeration,Combination of survey and administrative data.
,208,,,Deviations from ISIC,Data presented in ISIC (Revision 4) were originally classified according to the national NACE-related classification system.
,208,,,Method of data collection,Electronic questionnaire; collection of annual accounts plus detailed specifications.
,208,,,Related national publications,"Statistical Yearbook of Denmark, published by Statistics Denmark, Copenhagen."
,208,,,Source,Annual survey; administrative data; business register.
,208,,,Concepts and definitions,No deviations from the standard UN concepts and definitions are reported.
,208,,,Adjusted for non-response,Not reported.
,208,,,Footnote,Data derived from OECD's or Eurostat's databases refer to Gross investment in tangible goods only.
,208,2005,,Table Note,Number of enterprises
,208,2005,,Data Supplier,"Statistics Denmark, Copenhagen.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,208,2006,,Table Note,Number of enterprises
,208,2006,,Data Supplier,"Statistics Denmark, Copenhagen.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,208,2007,,Table Note,Number of enterprises
,208,2007,,Data Supplier,"Statistics Denmark, Copenhagen.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,208,2008,,Table Note,Number of enterprises
,208,2008,,Data Supplier,"Statistics Denmark, Copenhagen.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,208,2008,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,208,2009,,Table Note,Number of enterprises
,208,2009,,Data Supplier,"Statistics Denmark, Copenhagen.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,208,2009,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,208,2010,,Table Note,Number of enterprises
,208,2010,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,208,2010,,Data Supplier,"Statistics Denmark, Copenhagen.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
