Table Code,Country Code,Year,ISIC,Note Class,Note
20,050,2018,,Table Note,Value added at basic prices
,051,,,Scope,All registered establishments.
,051,,,Source,Annual survey; administrative source.
,051,,,Adjusted for non-response,No (response rate: approximately 99%).
,051,,,Reference Period,Calendar year.
,051,,,Data Supplier,"National Statistical Service of the Republic of Armenia, Yerevan."
,051,,,Concepts and definitions,Output includes revenue from non-industrial activities.
,051,,,Method of data collection,Direct interview in the field and statistical reports from large and medium establishments.
,051,,,Deviations from ISIC,None reported.
,051,,,Related national publications,"The Statistical Yearbook of Armenia; Socio-economic Situation of the Republic of Armenia, both published by the National Statistical Service of the Republic of Armenia, Yerevan."
,051,,,Type of enumeration,Complete enumeration for medium and large establishments; sample survey for small establishments.
,051,,,Concepts and definitions,"Figures for wages and salaries were computed by UNIDO from the reported monthly average wages and salaries per employee. They include employers' contributions (in respect of their employees) paid to social security, pension and insurance schemes as well as the benefits received by employees under these schemes and severance and termination pay."
,051,2009,,Table Note,Number of enterprises
,051,2009,,Table Note,Output at basic prices
,051,2010,,Table Note,Number of enterprises
,051,2010,,Table Note,Output at basic prices
,051,2011,,Table Note,Number of enterprises
,051,2011,,Table Note,Output at basic prices
,051,2012,,Table Note,Number of enterprises
,051,2012,,Table Note,Output at basic prices
,051,2013,,Table Note,Number of enterprises
,051,2013,,Table Note,Output at basic prices
,051,2014,,Table Note,Number of enterprises
,051,2014,,Table Note,Output at basic prices
,051,2015,,Table Note,Number of enterprises
,051,2015,,Table Note,Output at basic prices
,051,2016,,Table Note,Number of enterprises
,051,2016,,Table Note,Output at basic prices
,051,2017,,Table Note,Number of enterprises
,051,2017,,Table Note,Output at basic prices
,051,2018,,Table Note,Number of enterprises
,051,2018,,Table Note,Output at basic prices
,051,2019,,Table Note,Number of enterprises
,051,2019,,Table Note,Output at basic prices
,051,2020,,Table Note,Number of enterprises
,051,2020,,Table Note,Output at basic prices
20,051,,,Concepts and definitions,Value added includes cost of non-industrial activities.
20,051,2015,,Table Note,Value added at basic prices
20,051,2016,,Table Note,Value added at basic prices
20,051,2017,,Table Note,Value added at basic prices
20,051,2018,,Table Note,Value added at basic prices
20,051,2019,,Table Note,Value added at basic prices
20,051,2020,,Table Note,Value added at basic prices
,056,,,Scope,All registered enterprises.
,056,,,Source,Annual survey; administrative data.
,056,,,Reference Period,Calendar year.
,056,,,Method of data collection,Electronic questionnaire.
,056,,,Footnote,A zero (0) indicates that a value is either nil or negligible.
,056,,,Deviations from ISIC,Data presented in ISIC (Revision 4) were originally classified according to the NACE-BEL classification system.
,056,,,Footnote,Data derived from OECD's or Eurostat's databases refer to Gross investment in tangible goods only.
,056,2005,,Table Note,Number of enterprises
,056,2005,,Data Supplier,"National Institute of Statistics (Institut National de Statistique), Brussels.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,056,2006,,Table Note,Number of enterprises
,056,2006,,Data Supplier,"National Institute of Statistics (Institut National de Statistique), Brussels.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,056,2007,,Table Note,Number of enterprises
,056,2007,,Data Supplier,"National Institute of Statistics (Institut National de Statistique), Brussels.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,056,2008,,Table Note,Number of enterprises
,056,2008,,Type of enumeration,All enterprises with 20 or more employees and/or annual turnover of more than eight million Euros are surveyed every year; smaller enterprises are selected via a sample and grossed up to the entire industry.
,056,2008,,Data Supplier,"National Institute of Statistics (Institut National de Statistique), Brussels.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,056,2008,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,056,2009,,Table Note,Number of enterprises
,056,2009,,Data Supplier,"National Institute of Statistics (Institut National de Statistique), Brussels.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,056,2009,,Type of enumeration,All enterprises with 20 or more employees and/or annual turnover of more than eight million Euros are surveyed every year; smaller enterprises are selected via a sample and grossed up to the entire industry.
,056,2009,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,056,2010,,Table Note,Number of enterprises
,056,2010,,Type of enumeration,All enterprises with 20 or more employees and/or annual turnover of more than eight million Euros are surveyed every year; smaller enterprises are selected via a sample and grossed up to the entire industry.
,056,2010,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,056,2010,,Data Supplier,"National Institute of Statistics (Institut National de Statistique), Brussels.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,056,2011,,Table Note,Number of enterprises
,056,2011,,Data Supplier,"National Institute of Statistics (Institut National de Statistique), Brussels.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,056,2011,,Type of enumeration,All enterprises with 20 or more employees and/or annual turnover of more than eight million Euros are surveyed every year; smaller enterprises are selected via a sample and grossed up to the entire industry.
,056,2011,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,056,2012,,Table Note,Number of enterprises
,056,2012,,Type of enumeration,Combination of survey and administrative data.
,056,2012,,Data Supplier,"National Institute of Statistics (Institut National de Statistique), Brussels.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,056,2012,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,056,2013,,Table Note,Number of enterprises
,056,2013,,Data Supplier,"National Institute of Statistics (Institut National de Statistique), Brussels.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,056,2013,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,056,2013,,Type of enumeration,Combination of survey and administrative data.
,056,2014,,Table Note,Number of enterprises
,056,2014,,Data Supplier,"National Institute of Statistics (Institut National de Statistique), Brussels.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,056,2014,,Type of enumeration,Combination of survey and administrative data.
,056,2014,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,056,2015,,Table Note,Number of enterprises
,056,2015,,Table Note,Output at producers' prices
,056,2015,,Type of enumeration,Combination of survey and administrative data.
,056,2015,,Data Supplier,"Statbel (Direction g?n?rale Statistique - Statistics Belgium), Brussels. 
Data compiled by UNIDO were derived from Eurostat's structural business statistics (SBS) database."
,056,2015,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
